"di.id","year","ITEP.sector","Donor","value.x","country","value.y","diff"
"GR",2011,"health","Greece",2009378,"Greece",2009376,9.95332884106425e-07
"GR",2011,"humanitarian","Greece",1050741,"Greece",1050741,0
"GR",2011,"infrastructure","Greece",15448865,"Greece",15448860,3.23648371579401e-07
"GR",2011,"other","Greece",34745152,"Greece",34745166,-4.02933911470584e-07
"GR",2011,"other-social-services","Greece",4173593,"Greece",4173592,2.39601705293257e-07
"GR",2012,"agriculture-and-food-security","Greece",7108,"Greece",7108,0
"GR",2012,"education","Greece",54479397,"Greece",54479336,1.11968933870542e-06
"GR",2012,"environment","Greece",347025,"Greece",347025,0
"GR",2012,"governance-security-and-civil-society","Greece",741286,,,
"GR",2012,"health","Greece",1797224,"Greece",1797222,1.11282733816152e-06
"GR",2012,"humanitarian","Greece",194095,"Greece",194095,0
"GR",2012,"infrastructure","Greece",88082,"Greece",88082,0
"GR",2012,"other","Greece",29010678,"Greece",29010717,-1.34433259367465e-06
"GR",2012,"water-and-sanitation","Greece",93523,"Greece",93523,0
"GR",2013,"education","Greece",8660773,"Greece",8660786,-1.50102075184282e-06
"GR",2013,"environment","Greece",71738,"Greece",71738,0
"GR",2013,"governance-security-and-civil-society","Greece",398837,,,
"GR",2013,"health","Greece",352072,"Greece",352070,5.68065622940762e-06
"GR",2013,"humanitarian","Greece",178464,"Greece",178464,0
"GR",2013,"infrastructure","Greece",57898,"Greece",57898,0
"GR",2013,"other","Greece",25208088,"Greece",25208088,0
"GR",2013,"water-and-sanitation","Greece",30807,"Greece",30808,-3.24601551595417e-05
"GR",2014,"education","Greece",8918576,"Greece",8918567,1.00912970859922e-06
"GR",2014,"environment","Greece",168733,"Greece",168733,0
"GR",2014,"governance-security-and-civil-society","Greece",532235,,,
"GR",2014,"health","Greece",375776,"Greece",375776,0
"GR",2014,"humanitarian","Greece",941718,"Greece",941718,0
"GR",2014,"infrastructure","Greece",13576,"Greece",13575,7.36593989393047e-05
"GR",2014,"other","Greece",26308165,"Greece",26308180,-5.70165193961646e-07
"GR",2014,"other-social-services","Greece",366556,"Greece",366555,2.72809611628237e-06
"GR",2014,"water-and-sanitation","Greece",38006,"Greece",38006,0
"GR",2015,"education","Greece",9046879,"Greece",9046871,8.8428285599929e-07
"GR",2015,"environment","Greece",191871,"Greece",191871,0
"GR",2015,"governance-security-and-civil-society","Greece",708719,,,
"GR",2015,"health","Greece",208605,"Greece",208603,9.58749790273483e-06
"GR",2015,"humanitarian","Greece",65715,"Greece",65715,0
"GR",2015,"infrastructure","Greece",4842,"Greece",4842,0
"GR",2015,"other","Greece",60609268,"Greece",60609257,1.81490395165307e-07
"GR",2015,"other-social-services","Greece",145303,"Greece",145304,-6.88217036124512e-06
"GR",2016,"education","Greece",1127637,"Greece",1127634,2.66043061729972e-06
"GR",2016,"environment","Greece",256807,"Greece",256807,0
"GR",2016,"health","Greece",92558,"Greece",92558,0
"GR",2016,"humanitarian","Greece",7964690,"Greece",7964691,-1.2555416469442e-07
"GR",2016,"infrastructure","Greece",940,"Greece",940,0
"GR",2016,"other","Greece",149652321,"Greece",149652014,2.05142157467775e-06
"GR",2016,"other-social-services","Greece",55137,"Greece",55137,0
"HR",2014,"other","Croatia",27027340,"Croatia",27027358,-6.65992287809307e-07
"HR",2015,"other","Croatia",16129451,"Croatia",16129423,1.73595493113808e-06
"HR",2016,"other","Croatia",3470000,"Croatia",3470000,0
"HU",2014,"agriculture-and-food-security","Hungary",468320,"Hungary",468316,8.54116843184148e-06
"HU",2014,"banking-and-business","Hungary",5378090,"Hungary",5378085,9.29698089842305e-07
"HU",2014,"education","Hungary",6391493,"Hungary",6391499,-9.38747801178848e-07
"HU",2014,"environment","Hungary",55055,"Hungary",55055,0
"HU",2014,"governance-security-and-civil-society","Hungary",285152,,,
"HU",2014,"health","Hungary",656500,"Hungary",656500,0
"HU",2014,"humanitarian","Hungary",486492,"Hungary",486491,2.05553225952328e-06
"HU",2014,"infrastructure","Hungary",12812,"Hungary",12812,0
"HU",2014,"other","Hungary",10642495,"Hungary",10642500,-4.69814644028491e-07
"HU",2014,"other-social-services","Hungary",71803,"Hungary",71802,1.3926994693815e-05
"HU",2014,"water-and-sanitation","Hungary",1133282,"Hungary",1133281,8.82392908384674e-07
"HU",2015,"agriculture-and-food-security","Hungary",383111,"Hungary",383111,0
"HU",2015,"education","Hungary",18524436,"Hungary",18524418,9.71689502449629e-07
"HU",2015,"environment","Hungary",611,"Hungary",611,0
"HU",2015,"governance-security-and-civil-society","Hungary",620923,,,
"HU",2015,"health","Hungary",1275624,"Hungary",1275622,1.56786012179137e-06
"HU",2015,"humanitarian","Hungary",1281229,"Hungary",1281228,7.80500597473207e-07
"HU",2015,"industry-and-trade","Hungary",4127,"Hungary",4127,0
"HU",2015,"infrastructure","Hungary",10248,"Hungary",10248,0
"HU",2015,"other","Hungary",20358966,"Hungary",20358968,-9.82368161526474e-08
"HU",2015,"other-social-services","Hungary",46155,"Hungary",46155,0
"HU",2015,"water-and-sanitation","Hungary",4895460,"Hungary",4895463,-6.12812687673886e-07
"HU",2016,"agriculture-and-food-security","Hungary",3578499,"Hungary",3578502,-8.38340320899908e-07
"HU",2016,"banking-and-business","Hungary",126279,"Hungary",126278,7.9189730675726e-06
"HU",2016,"education","Hungary",23961943,"Hungary",23961952,-3.75595585049176e-07
"HU",2016,"governance-security-and-civil-society","Hungary",414515,,,
"HU",2016,"health","Hungary",292051,"Hungary",292051,0
"HU",2016,"humanitarian","Hungary",385855,"Hungary",385856,-2.59164712132796e-06
"HU",2016,"other","Hungary",23278689,"Hungary",23278662,1.15985913124231e-06
"HU",2016,"other-social-services","Hungary",21313,"Hungary",21313,0
"HU",2016,"water-and-sanitation","Hungary",2724034,"Hungary",2724033,3.67102613256663e-07
"iaea",2015,"other","International Atomic Energy Agency [IAEA]",63402378,,,
"iaea",2016,"other","International Atomic Energy Agency [IAEA]",71546048,,,
"ida",2002,"agriculture-and-food-security","International Development Association [IDA]",1039353328,,,
"ida",2002,"banking-and-business","International Development Association [IDA]",632942783,,,
"ida",2002,"debt-relief","International Development Association [IDA]",508929126,,,
"ida",2002,"education","International Development Association [IDA]",1031572752,,,
"ida",2002,"environment","International Development Association [IDA]",40288821,,,
"ida",2002,"governance-security-and-civil-society","International Development Association [IDA]",2024372790,,,
"ida",2002,"health","International Development Association [IDA]",1263436691,,,
"ida",2002,"humanitarian","International Development Association [IDA]",2190450,,,
"ida",2002,"industry-and-trade","International Development Association [IDA]",1154288379,,,
"ida",2002,"infrastructure","International Development Association [IDA]",1780135081,,,
"ida",2002,"other","International Development Association [IDA]",6039772,,,
"ida",2002,"other-social-services","International Development Association [IDA]",470188060,,,
"ida",2002,"water-and-sanitation","International Development Association [IDA]",475600197,,,
"ida",2003,"agriculture-and-food-security","International Development Association [IDA]",794274357,,,
"ida",2003,"banking-and-business","International Development Association [IDA]",643443376,,,
"ida",2003,"debt-relief","International Development Association [IDA]",437953288,,,
"ida",2003,"education","International Development Association [IDA]",1031310683,,,
"ida",2003,"environment","International Development Association [IDA]",28236779,,,
"ida",2003,"governance-security-and-civil-society","International Development Association [IDA]",1472695891,,,
"ida",2003,"health","International Development Association [IDA]",957025095,,,
"ida",2003,"humanitarian","International Development Association [IDA]",1329000,,,
"ida",2003,"industry-and-trade","International Development Association [IDA]",524935954,,,
"ida",2003,"infrastructure","International Development Association [IDA]",1558163618,,,
"ida",2003,"other","International Development Association [IDA]",30562573,,,
"ida",2003,"other-social-services","International Development Association [IDA]",566006496,,,
"ida",2003,"water-and-sanitation","International Development Association [IDA]",487982010,,,
"ida",2004,"agriculture-and-food-security","International Development Association [IDA]",906987405,,,
"ida",2004,"banking-and-business","International Development Association [IDA]",653922116,,,
"ida",2004,"debt-relief","International Development Association [IDA]",440676493,,,
"ida",2004,"education","International Development Association [IDA]",1293595216,,,
"ida",2004,"environment","International Development Association [IDA]",23311903,,,
"ida",2004,"governance-security-and-civil-society","International Development Association [IDA]",2180914741,,,
"ida",2004,"health","International Development Association [IDA]",1312046303,,,
"ida",2004,"humanitarian","International Development Association [IDA]",2205620,,,
"ida",2004,"industry-and-trade","International Development Association [IDA]",447527699,,,
"ida",2004,"infrastructure","International Development Association [IDA]",1950511129,,,
"ida",2004,"other","International Development Association [IDA]",74348967,,,
"ida",2004,"other-social-services","International Development Association [IDA]",503639884,,,
"ida",2004,"water-and-sanitation","International Development Association [IDA]",534723406,,,
"ida",2005,"agriculture-and-food-security","International Development Association [IDA]",829912798,,,
"ida",2005,"banking-and-business","International Development Association [IDA]",523562348,,,
"ida",2005,"debt-relief","International Development Association [IDA]",509676706,,,
"ida",2005,"education","International Development Association [IDA]",1194426835,,,
"ida",2005,"environment","International Development Association [IDA]",32575564,,,
"ida",2005,"governance-security-and-civil-society","International Development Association [IDA]",1782806673,,,
"ida",2005,"health","International Development Association [IDA]",1257244907,,,
"ida",2005,"humanitarian","International Development Association [IDA]",7342788,,,
"ida",2005,"industry-and-trade","International Development Association [IDA]",314149537,,,
"ida",2005,"infrastructure","International Development Association [IDA]",1732990374,,,
"ida",2005,"other","International Development Association [IDA]",148121170,,,
"ida",2005,"other-social-services","International Development Association [IDA]",575785699,,,
"ida",2005,"water-and-sanitation","International Development Association [IDA]",625608175,,,
"ida",2006,"agriculture-and-food-security","International Development Association [IDA]",837908193,,,
"ida",2006,"banking-and-business","International Development Association [IDA]",314572009,,,
"ida",2006,"debt-relief","International Development Association [IDA]",33490551176,,,
"ida",2006,"education","International Development Association [IDA]",1027673983,,,
"ida",2006,"environment","International Development Association [IDA]",30371004,,,
"ida",2006,"governance-security-and-civil-society","International Development Association [IDA]",1511325306,,,
"ida",2006,"health","International Development Association [IDA]",1071692054,,,
"ida",2006,"humanitarian","International Development Association [IDA]",359835666,,,
"ida",2006,"industry-and-trade","International Development Association [IDA]",292064270,,,
"ida",2006,"infrastructure","International Development Association [IDA]",1558988110,,,
"ida",2006,"other","International Development Association [IDA]",309958289,,,
"ida",2006,"other-social-services","International Development Association [IDA]",476371476,,,
"ida",2006,"water-and-sanitation","International Development Association [IDA]",553008066,,,
"ida",2007,"agriculture-and-food-security","International Development Association [IDA]",747820483,,,
"ida",2007,"banking-and-business","International Development Association [IDA]",553912626,,,
"ida",2007,"education","International Development Association [IDA]",1200706986,,,
"ida",2007,"environment","International Development Association [IDA]",236646665,,,
"ida",2007,"general-budget-support","International Development Association [IDA]",73298100,,,
"ida",2007,"governance-security-and-civil-society","International Development Association [IDA]",2345394418,,,
"ida",2007,"health","International Development Association [IDA]",940602239,,,
"ida",2007,"humanitarian","International Development Association [IDA]",105211894,,,
"ida",2007,"industry-and-trade","International Development Association [IDA]",209921508,,,
"ida",2007,"infrastructure","International Development Association [IDA]",1863335762,,,
"ida",2007,"other","International Development Association [IDA]",331174263,,,
"ida",2007,"other-social-services","International Development Association [IDA]",597803366,,,
"ida",2007,"water-and-sanitation","International Development Association [IDA]",611749597,,,
"ida",2008,"agriculture-and-food-security","International Development Association [IDA]",836308536,,,
"ida",2008,"banking-and-business","International Development Association [IDA]",409594833,,,
"ida",2008,"education","International Development Association [IDA]",931533051,,,
"ida",2008,"environment","International Development Association [IDA]",134341490,,,
"ida",2008,"governance-security-and-civil-society","International Development Association [IDA]",1434286455,,,
"ida",2008,"health","International Development Association [IDA]",692816657,,,
"ida",2008,"humanitarian","International Development Association [IDA]",86897100,,,
"ida",2008,"industry-and-trade","International Development Association [IDA]",351925066,,,
"ida",2008,"infrastructure","International Development Association [IDA]",1823492627,,,
"ida",2008,"other","International Development Association [IDA]",392035521,,,
"ida",2008,"other-social-services","International Development Association [IDA]",528292209,,,
"ida",2008,"water-and-sanitation","International Development Association [IDA]",581129161,,,
"ida",2009,"agriculture-and-food-security","International Development Association [IDA]",1207869046,,,
"ida",2009,"banking-and-business","International Development Association [IDA]",613970706,,,
"ida",2009,"education","International Development Association [IDA]",1473946385,,,
"ida",2009,"environment","International Development Association [IDA]",98663445,,,
"ida",2009,"general-budget-support","International Development Association [IDA]",32803800,,,
"ida",2009,"governance-security-and-civil-society","International Development Association [IDA]",2335462856,,,
"ida",2009,"health","International Development Association [IDA]",965745222,,,
"ida",2009,"humanitarian","International Development Association [IDA]",100459422,,,
"ida",2009,"industry-and-trade","International Development Association [IDA]",324860896,,,
"ida",2009,"infrastructure","International Development Association [IDA]",2097167599,,,
"ida",2009,"other","International Development Association [IDA]",339290348,,,
"ida",2009,"other-social-services","International Development Association [IDA]",682372851,,,
"ida",2009,"water-and-sanitation","International Development Association [IDA]",603467031,,,
"ida",2010,"agriculture-and-food-security","International Development Association [IDA]",919164502,,,
"ida",2010,"banking-and-business","International Development Association [IDA]",581839322,,,
"ida",2010,"education","International Development Association [IDA]",1257098311,,,
"ida",2010,"environment","International Development Association [IDA]",58811481,,,
"ida",2010,"general-budget-support","International Development Association [IDA]",13291960,,,
"ida",2010,"governance-security-and-civil-society","International Development Association [IDA]",1668759367,,,
"ida",2010,"health","International Development Association [IDA]",880145623,,,
"ida",2010,"humanitarian","International Development Association [IDA]",106709259,,,
"ida",2010,"industry-and-trade","International Development Association [IDA]",238437755,,,
"ida",2010,"infrastructure","International Development Association [IDA]",1937598394,,,
"ida",2010,"other","International Development Association [IDA]",480357730,,,
"ida",2010,"other-social-services","International Development Association [IDA]",684646970,,,
"ida",2010,"water-and-sanitation","International Development Association [IDA]",673390320,,,
"ida",2011,"agriculture-and-food-security","International Development Association [IDA]",801738499,,,
"ida",2011,"banking-and-business","International Development Association [IDA]",455404523,,,
"ida",2011,"education","International Development Association [IDA]",1265016078,,,
"ida",2011,"environment","International Development Association [IDA]",106101299,,,
"ida",2011,"general-budget-support","International Development Association [IDA]",4116000,,,
"ida",2011,"governance-security-and-civil-society","International Development Association [IDA]",1553323208,,,
"ida",2011,"health","International Development Association [IDA]",958226179,,,
"ida",2011,"humanitarian","International Development Association [IDA]",388304675,,,
"ida",2011,"industry-and-trade","International Development Association [IDA]",401643214,,,
"ida",2011,"infrastructure","International Development Association [IDA]",1837415126,,,
"ida",2011,"other","International Development Association [IDA]",610650774,,,
"ida",2011,"other-social-services","International Development Association [IDA]",734798604,,,
"ida",2011,"water-and-sanitation","International Development Association [IDA]",544537738,,,
"ida",2012,"agriculture-and-food-security","International Development Association [IDA]",846150922,,,
"ida",2012,"banking-and-business","International Development Association [IDA]",320599594,,,
"ida",2012,"education","International Development Association [IDA]",974108601,,,
"ida",2012,"environment","International Development Association [IDA]",129553818,,,
"ida",2012,"general-budget-support","International Development Association [IDA]",5212060,,,
"ida",2012,"governance-security-and-civil-society","International Development Association [IDA]",955023812,,,
"ida",2012,"health","International Development Association [IDA]",806252837,,,
"ida",2012,"humanitarian","International Development Association [IDA]",183874297,,,
"ida",2012,"industry-and-trade","International Development Association [IDA]",335957188,,,
"ida",2012,"infrastructure","International Development Association [IDA]",2372941123,,,
"ida",2012,"other","International Development Association [IDA]",669434492,,,
"ida",2012,"other-social-services","International Development Association [IDA]",663491865,,,
"ida",2012,"water-and-sanitation","International Development Association [IDA]",782884784,,,
"ida",2013,"agriculture-and-food-security","International Development Association [IDA]",1016511546,,,
"ida",2013,"banking-and-business","International Development Association [IDA]",672515358,,,
"ida",2013,"debt-relief","International Development Association [IDA]",90661281,,,
"ida",2013,"education","International Development Association [IDA]",1030671683,,,
"ida",2013,"environment","International Development Association [IDA]",134764436,,,
"ida",2013,"general-budget-support","International Development Association [IDA]",6671540,,,
"ida",2013,"governance-security-and-civil-society","International Development Association [IDA]",1246206326,,,
"ida",2013,"health","International Development Association [IDA]",977762006,,,
"ida",2013,"humanitarian","International Development Association [IDA]",221344606,,,
"ida",2013,"industry-and-trade","International Development Association [IDA]",426414767,,,
"ida",2013,"infrastructure","International Development Association [IDA]",2785269141,,,
"ida",2013,"other","International Development Association [IDA]",833810391,,,
"ida",2013,"other-social-services","International Development Association [IDA]",847097010,,,
"ida",2013,"water-and-sanitation","International Development Association [IDA]",802248368,,,
"ida",2014,"agriculture-and-food-security","International Development Association [IDA]",1194583664,,,
"ida",2014,"banking-and-business","International Development Association [IDA]",580567283,,,
"ida",2014,"debt-relief","International Development Association [IDA]",8695222,,,
"ida",2014,"education","International Development Association [IDA]",1455667027,,,
"ida",2014,"environment","International Development Association [IDA]",176545217,,,
"ida",2014,"general-budget-support","International Development Association [IDA]",32821960,,,
"ida",2014,"governance-security-and-civil-society","International Development Association [IDA]",1465360833,,,
"ida",2014,"health","International Development Association [IDA]",862833483,,,
"ida",2014,"humanitarian","International Development Association [IDA]",306939151,,,
"ida",2014,"industry-and-trade","International Development Association [IDA]",343692715,,,
"ida",2014,"infrastructure","International Development Association [IDA]",3406290587,,,
"ida",2014,"other","International Development Association [IDA]",745700541,,,
"ida",2014,"other-social-services","International Development Association [IDA]",866820587,,,
"ida",2014,"water-and-sanitation","International Development Association [IDA]",904088571,,,
"ida",2015,"agriculture-and-food-security","International Development Association [IDA]",1279926313,,,
"ida",2015,"banking-and-business","International Development Association [IDA]",909074040,,,
"ida",2015,"debt-relief","International Development Association [IDA]",532493127,,,
"ida",2015,"education","International Development Association [IDA]",1372919743,,,
"ida",2015,"environment","International Development Association [IDA]",250825613,,,
"ida",2015,"general-budget-support","International Development Association [IDA]",10221500,,,
"ida",2015,"governance-security-and-civil-society","International Development Association [IDA]",1613063892,,,
"ida",2015,"health","International Development Association [IDA]",1162044324,,,
"ida",2015,"humanitarian","International Development Association [IDA]",397210423,,,
"ida",2015,"industry-and-trade","International Development Association [IDA]",509905822,,,
"ida",2015,"infrastructure","International Development Association [IDA]",2918815385,,,
"ida",2015,"other","International Development Association [IDA]",609546999,,,
"ida",2015,"other-social-services","International Development Association [IDA]",897318515,,,
"ida",2015,"water-and-sanitation","International Development Association [IDA]",853060065,,,
"ida",2016,"agriculture-and-food-security","International Development Association [IDA]",1264019068,,,
"ida",2016,"banking-and-business","International Development Association [IDA]",357903557,,,
"ida",2016,"education","International Development Association [IDA]",1410900940,,,
"ida",2016,"environment","International Development Association [IDA]",227298728,,,
"ida",2016,"general-budget-support","International Development Association [IDA]",9073950,,,
"ida",2016,"governance-security-and-civil-society","International Development Association [IDA]",1435569753,,,
"ida",2016,"health","International Development Association [IDA]",1082277609,,,
"ida",2016,"humanitarian","International Development Association [IDA]",420931288,,,
"ida",2016,"industry-and-trade","International Development Association [IDA]",574888890,,,
"ida",2016,"infrastructure","International Development Association [IDA]",2422951679,,,
"ida",2016,"other","International Development Association [IDA]",894519149,,,
"ida",2016,"other-social-services","International Development Association [IDA]",1117936531,,,
"ida",2016,"water-and-sanitation","International Development Association [IDA]",1035795434,,,
"idb-special-fund",2009,"agriculture-and-food-security","IDB Special Fund",29645089,,,
"idb-special-fund",2009,"banking-and-business","IDB Special Fund",21260890,,,
"idb-special-fund",2009,"debt-relief","IDB Special Fund",397781610,,,
"idb-special-fund",2009,"education","IDB Special Fund",20129025,,,
"idb-special-fund",2009,"environment","IDB Special Fund",11446996,,,
"idb-special-fund",2009,"governance-security-and-civil-society","IDB Special Fund",112567634,,,
"idb-special-fund",2009,"health","IDB Special Fund",21044698,,,
"idb-special-fund",2009,"humanitarian","IDB Special Fund",1079172,,,
"idb-special-fund",2009,"industry-and-trade","IDB Special Fund",24589223,,,
"idb-special-fund",2009,"infrastructure","IDB Special Fund",156328186,,,
"idb-special-fund",2009,"other","IDB Special Fund",44615469,,,
"idb-special-fund",2009,"other-social-services","IDB Special Fund",101122598,,,
"idb-special-fund",2009,"water-and-sanitation","IDB Special Fund",29121567,,,
"idb-special-fund",2010,"agriculture-and-food-security","IDB Special Fund",30188061,,,
"idb-special-fund",2010,"banking-and-business","IDB Special Fund",86106970,,,
"idb-special-fund",2010,"debt-relief","IDB Special Fund",454565800,,,
"idb-special-fund",2010,"education","IDB Special Fund",35155112,,,
"idb-special-fund",2010,"environment","IDB Special Fund",17156443,,,
"idb-special-fund",2010,"governance-security-and-civil-society","IDB Special Fund",223826250,,,
"idb-special-fund",2010,"health","IDB Special Fund",23036450,,,
"idb-special-fund",2010,"humanitarian","IDB Special Fund",6212112,,,
"idb-special-fund",2010,"industry-and-trade","IDB Special Fund",53341212,,,
"idb-special-fund",2010,"infrastructure","IDB Special Fund",216317331,,,
"idb-special-fund",2010,"other","IDB Special Fund",580778565,,,
"idb-special-fund",2010,"other-social-services","IDB Special Fund",93683750,,,
"idb-special-fund",2010,"water-and-sanitation","IDB Special Fund",51162109,,,
"idb-special-fund",2011,"agriculture-and-food-security","IDB Special Fund",41264008,,,
"idb-special-fund",2011,"banking-and-business","IDB Special Fund",78023687,,,
"idb-special-fund",2011,"education","IDB Special Fund",47169127,,,
"idb-special-fund",2011,"environment","IDB Special Fund",48074101,,,
"idb-special-fund",2011,"governance-security-and-civil-society","IDB Special Fund",145536496,,,
"idb-special-fund",2011,"health","IDB Special Fund",66927760,,,
"idb-special-fund",2011,"humanitarian","IDB Special Fund",6860317,,,
"idb-special-fund",2011,"industry-and-trade","IDB Special Fund",58670148,,,
"idb-special-fund",2011,"infrastructure","IDB Special Fund",250974297,,,
"idb-special-fund",2011,"other","IDB Special Fund",582877960,,,
"idb-special-fund",2011,"other-social-services","IDB Special Fund",132788603,,,
"idb-special-fund",2011,"water-and-sanitation","IDB Special Fund",48530568,,,
"idb-special-fund",2012,"agriculture-and-food-security","IDB Special Fund",60740536,,,
"idb-special-fund",2012,"banking-and-business","IDB Special Fund",75560321,,,
"idb-special-fund",2012,"education","IDB Special Fund",35719536,,,
"idb-special-fund",2012,"environment","IDB Special Fund",13237870,,,
"idb-special-fund",2012,"governance-security-and-civil-society","IDB Special Fund",70845183,,,
"idb-special-fund",2012,"health","IDB Special Fund",25092383,,,
"idb-special-fund",2012,"humanitarian","IDB Special Fund",13165998,,,
"idb-special-fund",2012,"industry-and-trade","IDB Special Fund",56469913,,,
"idb-special-fund",2012,"infrastructure","IDB Special Fund",276207556,,,
"idb-special-fund",2012,"other","IDB Special Fund",566564843,,,
"idb-special-fund",2012,"other-social-services","IDB Special Fund",135828998,,,
"idb-special-fund",2012,"water-and-sanitation","IDB Special Fund",138232592,,,
"idb-special-fund",2013,"agriculture-and-food-security","IDB Special Fund",69102171,,,
"idb-special-fund",2013,"banking-and-business","IDB Special Fund",42766856,,,
"idb-special-fund",2013,"education","IDB Special Fund",37922477,,,
"idb-special-fund",2013,"environment","IDB Special Fund",33297857,,,
"idb-special-fund",2013,"governance-security-and-civil-society","IDB Special Fund",352087658,,,
"idb-special-fund",2013,"health","IDB Special Fund",33754780,,,
"idb-special-fund",2013,"humanitarian","IDB Special Fund",19138530,,,
"idb-special-fund",2013,"industry-and-trade","IDB Special Fund",44105140,,,
"idb-special-fund",2013,"infrastructure","IDB Special Fund",339971309,,,
"idb-special-fund",2013,"other","IDB Special Fund",773836318,,,
"idb-special-fund",2013,"other-social-services","IDB Special Fund",149795100,,,
"idb-special-fund",2013,"water-and-sanitation","IDB Special Fund",59139025,,,
"idb-special-fund",2014,"agriculture-and-food-security","IDB Special Fund",53519160,,,
"idb-special-fund",2014,"banking-and-business","IDB Special Fund",104244092,,,
"idb-special-fund",2014,"education","IDB Special Fund",48364842,,,
"idb-special-fund",2014,"environment","IDB Special Fund",19982158,,,
"idb-special-fund",2014,"governance-security-and-civil-society","IDB Special Fund",43066595,,,
"idb-special-fund",2014,"health","IDB Special Fund",63595301,,,
"idb-special-fund",2014,"humanitarian","IDB Special Fund",19169820,,,
"idb-special-fund",2014,"industry-and-trade","IDB Special Fund",41452135,,,
"idb-special-fund",2014,"infrastructure","IDB Special Fund",498178127,,,
"idb-special-fund",2014,"other","IDB Special Fund",653259440,,,
"idb-special-fund",2014,"other-social-services","IDB Special Fund",124563702,,,
"idb-special-fund",2014,"water-and-sanitation","IDB Special Fund",70547388,,,
"idb-special-fund",2015,"agriculture-and-food-security","IDB Special Fund",38797593,,,
"idb-special-fund",2015,"banking-and-business","IDB Special Fund",28301939,,,
"idb-special-fund",2015,"education","IDB Special Fund",38164432,,,
"idb-special-fund",2015,"environment","IDB Special Fund",59136424,,,
"idb-special-fund",2015,"governance-security-and-civil-society","IDB Special Fund",115060762,,,
"idb-special-fund",2015,"health","IDB Special Fund",86251121,,,
"idb-special-fund",2015,"humanitarian","IDB Special Fund",149983672,,,
"idb-special-fund",2015,"industry-and-trade","IDB Special Fund",50050112,,,
"idb-special-fund",2015,"infrastructure","IDB Special Fund",395350268,,,
"idb-special-fund",2015,"other","IDB Special Fund",820868447,,,
"idb-special-fund",2015,"other-social-services","IDB Special Fund",290320157,,,
"idb-special-fund",2015,"water-and-sanitation","IDB Special Fund",44371404,,,
"idb-special-fund",2016,"agriculture-and-food-security","IDB Special Fund",47261240,,,
"idb-special-fund",2016,"banking-and-business","IDB Special Fund",32706610,,,
"idb-special-fund",2016,"education","IDB Special Fund",51746100,,,
"idb-special-fund",2016,"environment","IDB Special Fund",30575540,,,
"idb-special-fund",2016,"governance-security-and-civil-society","IDB Special Fund",75550500,,,
"idb-special-fund",2016,"health","IDB Special Fund",78769820,,,
"idb-special-fund",2016,"humanitarian","IDB Special Fund",105127300,,,
"idb-special-fund",2016,"industry-and-trade","IDB Special Fund",37837830,,,
"idb-special-fund",2016,"infrastructure","IDB Special Fund",249422560,,,
"idb-special-fund",2016,"other","IDB Special Fund",31033210,,,
"idb-special-fund",2016,"other-social-services","IDB Special Fund",100660480,,,
"idb-special-fund",2016,"water-and-sanitation","IDB Special Fund",136390640,,,
"IE",2002,"agriculture-and-food-security","Ireland",15266058,"Ireland",15266058,0
"IE",2002,"banking-and-business","Ireland",746883,"Ireland",746883,0
"IE",2002,"education","Ireland",59475377,"Ireland",59475359,3.02646253087223e-07
"IE",2002,"environment","Ireland",1189896,"Ireland",1189896,0
"IE",2002,"general-budget-support","Ireland",28399679,"Ireland",28399660,6.69021646336214e-07
"IE",2002,"governance-security-and-civil-society","Ireland",41875310,,,
"IE",2002,"health","Ireland",84171408,"Ireland",84171407,1.18805188574248e-08
"IE",2002,"humanitarian","Ireland",23131418,"Ireland",23131415,1.29693735161416e-07
"IE",2002,"industry-and-trade","Ireland",2608254,"Ireland",2608252,7.6679648531163e-07
"IE",2002,"infrastructure","Ireland",8129947,"Ireland",8129951,-4.92008127482258e-07
"IE",2002,"other","Ireland",62727191,"Ireland",62727150,6.53624040011612e-07
"IE",2002,"other-social-services","Ireland",5818412,"Ireland",5818413,-1.71868200464319e-07
"IE",2002,"water-and-sanitation","Ireland",17660177,"Ireland",17660177,0
"IE",2003,"agriculture-and-food-security","Ireland",20429491,"Ireland",20429487,1.95795382273597e-07
"IE",2003,"banking-and-business","Ireland",842595,"Ireland",842595,0
"IE",2003,"education","Ireland",53524046,"Ireland",53524041,9.34159573810993e-08
"IE",2003,"environment","Ireland",1776813,"Ireland",1776810,1.68841628241126e-06
"IE",2003,"general-budget-support","Ireland",27013736,"Ireland",27013738,-7.40364087366516e-08
"IE",2003,"governance-security-and-civil-society","Ireland",50302930,,,
"IE",2003,"health","Ireland",94800855,"Ireland",94800828,2.84807557906519e-07
"IE",2003,"humanitarian","Ireland",28365773,"Ireland",28365759,4.93552564211806e-07
"IE",2003,"industry-and-trade","Ireland",388053,"Ireland",388052,2.57696757917089e-06
"IE",2003,"infrastructure","Ireland",5763780,"Ireland",5763775,8.67486267692382e-07
"IE",2003,"other","Ireland",27345798,"Ireland",27345790,2.9254951711411e-07
"IE",2003,"other-social-services","Ireland",11737247,"Ireland",11737243,3.40795418210079e-07
"IE",2003,"water-and-sanitation","Ireland",21041176,"Ireland",21041185,-4.27732746496679e-07
"IE",2004,"agriculture-and-food-security","Ireland",22256935,"Ireland",22256944,-4.04368346315429e-07
"IE",2004,"banking-and-business","Ireland",1835197,"Ireland",1835197,0
